id_lectura,estacion,presion,unidad,temporada
LEC-0465,Est. Centro,28.9,inHg,Verano
LEC-0466,Est. Norte,28.59,inHg,Otoño
LEC-0467,Est. Bahía,29.33,inHg,Temporada de lluvias
LEC-0468,Est. Desierto,29.66,inHg,Verano
LEC-0469,Est. Península,30.92,inHg,Canícula
LEC-0470,Est. Desierto,29.12,inHg,Temporada de lluvias
LEC-0471,Est. Planicie,974.22,hPa,Invierno
LEC-0472,Est. Laguna,30.0,inHg,Temporada de lluvias
LEC-0473,Est. Selva,976.23,hPa,Primavera
LEC-0474,Est. Valle,30.36,inHg,Temporada de lluvias
LEC-0475,Est. Valle,1021.15,hPa,Verano
LEC-0476,Est. Península,28.72,inHg,Primavera
LEC-0477,Est. Río,28.98,inHg,Otoño
LEC-0478,Est. Cañón,28.62,inHg,Transición Otoño-Invierno
LEC-0479,Est. Costa,990.11,hPa,Canícula
LEC-0480,Est. Costa,29.3,inHg,Transición Primavera-Verano
LEC-0481,Est. Península,1018.97,hPa,Invierno
LEC-0482,Est. Pradera,1014.95,hPa,Transición Otoño-Invierno
LEC-0483,Est. Altiplano,29.04,inHg,Transición Primavera-Verano
LEC-0484,Est. Laguna,1039.96,hPa,Transición Otoño-Invierno
LEC-0485,Est. Sierra,1015.38,hPa,Transición Otoño-Invierno
LEC-0486,Est. Costa,30.67,inHg,Invierno
LEC-0487,Est. Cañón,30.28,inHg,Transición Otoño-Invierno
LEC-0488,Est. Altiplano,29.37,inHg,Canícula
LEC-0489,Est. Río,30.42,inHg,Primavera
LEC-0490,Est. Desierto,29.32,inHg,Transición Otoño-Invierno
LEC-0491,Est. Cañón,977.95,hPa,Canícula
LEC-0492,Est. Río,29.66,inHg,Canícula
LEC-0493,Est. Poniente,30.2,inHg,Canícula
LEC-0494,Est. Planicie,29.19,inHg,Transición Primavera-Verano
LEC-0495,Est. Norte,30.35,inHg,Transición Otoño-Invierno
LEC-0496,Est. Bahía,998.23,hPa,Otoño
LEC-0497,Est. Península,28.74,inHg,Otoño
LEC-0498,Est. Oriente,28.53,inHg,Otoño
LEC-0499,Est. Planicie,29.65,inHg,Verano
LEC-0500,Est. Valle,30.75,inHg,Invierno
LEC-0501,Est. Istmo,1022.41,hPa,Verano
LEC-0502,Est. Península,1012.27,hPa,Otoño
LEC-0503,Est. Selva,989.37,hPa,Otoño
LEC-0504,Est. Costa,30.17,inHg,Temporada de lluvias
LEC-0505,Est. Volcán,29.13,inHg,Transición Otoño-Invierno
LEC-0506,Est. Altiplano,30.55,inHg,Temporada de lluvias
LEC-0507,Est. Istmo,28.9,inHg,Invierno
LEC-0508,Est. Oriente,987.97,hPa,Invierno
LEC-0509,Est. Pradera,1031.82,hPa,Temporada de lluvias
LEC-0510,Est. Costa,1021.42,hPa,Transición Otoño-Invierno
LEC-0511,Est. Oriente,28.63,inHg,Transición Otoño-Invierno
LEC-0512,Est. Cañón,1012.49,hPa,Canícula
LEC-0513,Est. Selva,29.71,inHg,Primavera
LEC-0514,Est. Cañón,30.54,inHg,Primavera
LEC-0515,Est. Selva,996.32,hPa,Verano
LEC-0516,Est. Pradera,1037.67,hPa,Verano
LEC-0517,Est. Oriente,989.12,hPa,Transición Primavera-Verano
LEC-0518,Est. Bosque,29.87,inHg,Temporada de lluvias
LEC-0519,Est. Norte,1029.09,hPa,Transición Otoño-Invierno
LEC-0520,Est. Altiplano,1010.06,hPa,Invierno
LEC-0521,Est. Bosque,1040.69,hPa,Temporada de lluvias
LEC-0522,Est. Río,28.72,inHg,Invierno
LEC-0523,Est. Oriente,30.49,inHg,Transición Primavera-Verano
LEC-0524,Est. Planicie,30.3,inHg,Primavera
LEC-0525,Est. Laguna,28.98,inHg,Verano
LEC-0526,Est. Meseta,29.82,inHg,Invierno
LEC-0527,Est. Valle,29.0,inHg,Transición Otoño-Invierno,dato_extra,47
LEC-0528,Est. Altiplano,29.29,inHg,Canícula
LEC-0529,Est. Meseta,1019.33,hPa,Otoño
LEC-0530,Est. Planicie,992.59,hPa,Transición Otoño-Invierno
LEC-0531,Est. Sur,30.69,inHg,Primavera
LEC-0532,Est. Selva,1046.38,hPa,Temporada de lluvias
LEC-0533,Est. Pradera,30.45,inHg,Transición Otoño-Invierno
LEC-0534,Est. Norte,992.57,hPa,Invierno
LEC-0535,Est. Río,1024.23,hPa,Verano
LEC-0536,Est. Laguna,969.48,hPa,Transición Otoño-Invierno
LEC-0537,Est. Planicie,30.63,inHg,Verano
LEC-0538,Est. Montaña,1026.24,hPa,Transición Primavera-Verano
LEC-0539,Est. Cañón,29.0,inHg,Primavera
LEC-0540,Est. Cañón,29.0,inHg,Otoño
LEC-0541,Est. Cañón,30.81,inHg,Temporada de lluvias
LEC-0542,Est. Laguna
LEC-0543,Est. Manglar,972.8,hPa,Primavera
LEC-0544,Est. Pradera,966.2,hPa,Primavera
LEC-0545,Est. Península,29.57,inHg,Transición Primavera-Verano
LEC-0546,Est. Valle,983.32,hPa,Otoño
LEC-0547,Est. Cañón,1004.08,hPa,Primavera
LEC-0548,Est. Costa,30.1,K,Invierno
LEC-0549,Est. Cañón,976.71,hPa,Canícula
LEC-0550,Est. Costa,979.37,hPa,Transición Primavera-Verano
LEC-0551,Est. Altiplano,1033.51,hPa,Otoño
LEC-0552,Est. Sur,969.6,hPa,Invierno
LEC-0553,Est. Península,28.84,inHg,Canícula
LEC-0554,Est. Volcán,30.6,inHg,Primavera
LEC-0555,Est. Istmo,978.08,hPa,Transición Primavera-Verano
LEC-0556,Est. Volcán,1018.46,hPa,Otoño
LEC-0557,Est. Laguna,--,hPa,Invierno
LEC-0558,Est. Poniente,28.83,inHg,Invierno
LEC-0559,Est. Altiplano,1013.32,hPa,Verano
LEC-0560,Est. Planicie,1033.4,hPa,Primavera
LEC-0561,Est. Selva,996.95,hPa
LEC-0562,Est. Planicie,1032.0,hPa,Transición Otoño-Invierno
LEC-0563,Est. Centro,29.53,inHg,Verano
LEC-0564,Est. Istmo,28.99,inHg,Verano
LEC-0565,Est. Laguna,29.49,inHg,Canícula
LEC-0566,Est. Manglar,29.75,inHg,Temporada de lluvias
LEC-0567,Est. Selva,30.99,inHg,Transición Otoño-Invierno
LEC-0568,Est. Río,1026.45,hPa,Canícula
LEC-0569,Est. Altiplano,29.57,inHg,Otoño
LEC-0570,Est. Volcán,1032.52,hPa,Primavera
LEC-0571,Est. Meseta,30.29,inHg,Temporada de lluvias
LEC-0572,Est. Selva,1032.39,hPa,Invierno
LEC-0573,Est. Manglar,968.18,hPa,Invierno
LEC-0574,Est. Laguna,1039.94,hPa,Temporada de lluvias
LEC-0575,Est. Selva,29.74,inHg,Primavera
LEC-0576,Est. Sierra,988.54,hPa,Canícula
LEC-0577,Est. Planicie,29.71,inHg,Transición Otoño-Invierno
LEC-0578,Est. Cañón,1030.67,hPa,Transición Primavera-Verano
LEC-0579,Est. Península,30.22,inHg,Verano
LEC-0580,Est. Altiplano,984.67,hPa,Transición Otoño-Invierno
LEC-0581,Est. Desierto,30.4,inHg,Otoño
LEC-0582,Est. Sur,29.64,inHg,Verano
LEC-0583,Est. Manglar,29.28,inHg,Otoño

LEC-0585,Est. Altiplano,1009.02,hPa,Transición Otoño-Invierno
LEC-0586,Est. Altiplano,30.68,inHg,Verano
LEC-0587,Est. Planicie,969.62,hPa,Temporada de lluvias
LEC-0588,Est. Valle,1022.52,hPa,Temporada de lluvias
LEC-0589,Est. Bahía,29.66,inHg,Transición Otoño-Invierno
LEC-0590,Est. Planicie,1011.96,hPa,Otoño
LEC-0591,Est. Oriente,993.02,hPa,Invierno

LEC-0593,Est. Istmo,29.11,inHg,Primavera
LEC-0594,Est. Istmo,986.41,hPa,Transición Otoño-Invierno
LEC-0595,Est. Bosque,30.49,inHg,Invierno
LEC-0596,Est. Costa,1025.56,hPa,Canícula
LEC-0597,Est. Cañón,30.41,inHg,Canícula
LEC-0598,Est. Costa,28.73,inHg,Temporada de lluvias
LEC-0599,Est. Montaña,983.53,hPa,Verano
LEC-0600,Est. Altiplano,1032.38,hPa,Verano
LEC-0601,Est. Volcán,1043.49,hPa,Canícula
LEC-0602,Est. Desierto,29.62,inHg,Temporada de lluvias
LEC-0603,Est. Sur,1044.87,hPa,Invierno
LEC-0604,Est. Bahía,29.51,inHg,Otoño
LEC-0605,Est. Norte,1047.35,hPa,Otoño
LEC-0606,Est. Valle,29.62,inHg,Invierno
LEC-0607,Est. Península,30.29,inHg,Transición Otoño-Invierno
LEC-0608,Est. Centro,986.54,hPa,Transición Otoño-Invierno
LEC-0609,Est. Norte,1023.53,hPa,Transición Primavera-Verano
LEC-0610,Est. Altiplano,1007.7,hPa,Otoño
LEC-0611,Est. Montaña,30.97,inHg,Transición Primavera-Verano
LEC-0612,Est. Istmo,1033.36,hPa,Transición Otoño-Invierno
LEC-0613,Est. Península,30.45,inHg,Transición Otoño-Invierno
LEC-0614,Est. Selva,969.84,hPa,Invierno
LEC-0615,Est. Norte,29.24,inHg,Primavera
LEC-0616,Est. Centro,30.9,inHg,Verano
LEC-0617,Est. Oriente,30.64,inHg,Canícula
LEC-0618,Est. Sierra,975.34,hPa,Primavera
LEC-0619,Est. Desierto,30.75,inHg,Primavera
LEC-0620,Est. Sur,1033.31,hPa,Temporada de lluvias
LEC-0621,Est. Altiplano,1009.9,hPa,Primavera
LEC-0622,Est. Bahía,28.67,inHg,Invierno
LEC-0623,Est. Valle,972.5,hPa,Transición Primavera-Verano
LEC-0624,Est. Volcán,29.56,inHg,Transición Otoño-Invierno
LEC-0625,Est. Selva,971.66,hPa,Otoño
LEC-0626,Est. Altiplano,30.93,inHg,Primavera
LEC-0627,Est. Pradera,991.85,hPa,Otoño
LEC-0628,Est. Península,1028.22,hPa,Transición Primavera-Verano
LEC-0629,Est. Sur,28.59,K,Temporada de lluvias
LEC-0630,Est. Planicie,28.99,inHg,Transición Primavera-Verano
LEC-0631,Est. Oriente,29.31,inHg,Verano
LEC-0632,Est. Desierto,30.1,inHg,Verano
LEC-0633,Est. Cañón,30.36,inHg,Canícula
LEC-0634,Est. Montaña,1009.5,hPa,Canícula
LEC-0635,Est. Bosque,1049.62,hPa,Transición Otoño-Invierno
LEC-0636,Est. Oriente,28.72,inHg,Otoño
LEC-0637,Est. Centro,29.68,inHg,Transición Otoño-Invierno
LEC-0638,Est. Manglar,29.87,inHg,Verano
LEC-0639,Est. Meseta,1000.74,hPa,Otoño
LEC-0640,Est. Montaña,996.26,hPa,Otoño
LEC-0641,Est. Norte,1046.5,hPa,Transición Otoño-Invierno

LEC-0643,Est. Istmo,29.79,inHg,Canícula
LEC-0644,Est. Pradera,29.51,inHg,Canícula
LEC-0645,Est. Centro,29.41,inHg,Otoño
LEC-0646,Est. Cañón,28.61,inHg,Invierno,dato_extra,44
LEC-0647,Est. Península,N/A,inHg,Temporada de lluvias
LEC-0648,Est. Península,29.14,inHg,Verano
LEC-0649,Est. Pradera,30.98,inHg,Otoño
LEC-0650,Est. Península,30.66,inHg,Invierno
LEC-0651,Est. Meseta,28.72,inHg,Transición Otoño-Invierno
LEC-0652,Est. Planicie,28.53,inHg,Verano
LEC-0653,Est. Sierra,1001.68,hPa,Canícula
LEC-0654,Est. Montaña,29.54,inHg,Verano
LEC-0655,Est. Altiplano,29.34,inHg,Otoño

LEC-0657,Est. Península,1019.46,hPa,Temporada de lluvias
LEC-0658,Est. Sur,966.68,hPa,Canícula
LEC-0659,Est. Sur,28.66,inHg,Transición Primavera-Verano
LEC-0660,Est. Centro,29.22,inHg,Transición Primavera-Verano

LEC-0662,Est. Cañón,null,hPa,Otoño
LEC-0663,Est. Valle,995.88,hPa,Transición Otoño-Invierno
LEC-0664,Est. Pradera,28.68,inHg,Temporada de lluvias

LEC-0666,Est. Montaña,30.53,inHg,Invierno
LEC-0667,Est. Poniente,1039.51,hPa,Otoño
LEC-0668,Est. Sur,29.21,inHg,Transición Otoño-Invierno
LEC-0669,Est. Meseta,1001.13,hPa,Canícula
LEC-0670,Est. Montaña,1044.24,hPa,Otoño
LEC-0671,Est. Manglar,1000.43,hPa,Primavera
LEC-0672,Est. Planicie,980.87,hPa
LEC-0673,Est. Cañón,28.89,inHg,Verano
LEC-0674,Est. Sierra,29.85,inHg,Otoño
LEC-0675,Est. Montaña,28.73,inHg,Primavera
LEC-0676,Est. Costa,969.49,hPa,Transición Primavera-Verano
LEC-0677,Est. Río,29.35,inHg,Verano
LEC-0678,Est. Oriente,28.9,inHg,Verano
LEC-0679,Est. Cañón,29.48,inHg,Primavera
LEC-0680,Est. Oriente,29.76,inHg,Canícula
LEC-0681,Est. Sierra,985.35,hPa,Otoño
LEC-0682,Est. Pradera,1038.3,hPa,Otoño
LEC-0683,Est. Desierto,30.92,inHg,Primavera
LEC-0684,Est. Planicie,998.56,hPa,Verano
LEC-0685,Est. Manglar,1007.69,hPa,Verano
LEC-0686,Est. Río,30.04,inHg,Transición Primavera-Verano
LEC-0687,Est. Sierra,29.02,inHg,Otoño
LEC-0688,Est. Cañón,1049.0,hPa,Transición Otoño-Invierno
LEC-0689,Est. Pradera,1005.94,hPa,Primavera
LEC-0690,Est. Valle,1039.46,hPa,Invierno
LEC-0691,Est. Meseta,1028.28,hPa,Verano
LEC-0692,Est. Centro,30.49,inHg,Canícula
LEC-0693,Est. Península,30.29,inHg,Invierno
LEC-0694,Est. Altiplano,29.42,K,Invierno
LEC-0695,Est. Sierra,1001.25,hPa,Transición Otoño-Invierno
LEC-0696,Est. Río,28.71,inHg,Primavera
LEC-0697,Est. Poniente,30.57,inHg,Invierno
LEC-0698,Est. Manglar,29.77,inHg,Transición Otoño-Invierno
LEC-0699,Est. Laguna,997.08,hPa,Verano
LEC-0700,Est. Montaña,1035.41,hPa,Invierno
LEC-0701,Est. Altiplano,28.78,inHg,Temporada de lluvias
LEC-0702,Est. Bosque,30.8,inHg,Primavera
LEC-0703,Est. Norte,30.36,inHg,Transición Primavera-Verano
LEC-0704,Est. Oriente,984.13,hPa,Transición Primavera-Verano
LEC-0705,Est. Sur,29.27,inHg,Invierno
LEC-0706,Est. Bosque,1048.25,hPa,Canícula
LEC-0707,Est. Sierra,1031.64,hPa,Otoño
LEC-0708,Est. Bosque,30.0,inHg,Transición Primavera-Verano
LEC-0709,Est. Laguna,1007.28,hPa,Invierno
LEC-0710,Est. Costa,1039.05,hPa,Verano
LEC-0711,Est. Sierra,1042.05,hPa,Otoño
LEC-0712,Est. Montaña,29.65,,Invierno
LEC-0713,Est. Istmo,1043.71,hPa,Invierno
LEC-0714,Est. Oriente,996.81,hPa,Transición Otoño-Invierno
LEC-0715,Est. Poniente,1048.53,hPa,Invierno
LEC-0716,Est. Costa,30.36,inHg,Otoño
LEC-0717,Est. Istmo,1033.66,hPa,Invierno
LEC-0718,Est. Norte,1017.61,hPa,Temporada de lluvias
LEC-0719,Est. Selva,989.68,hPa,Primavera
LEC-0720,Est. Meseta,30.42,inHg,Primavera
LEC-0721,Est. Poniente,1013.11,hPa,Verano
LEC-0722,Est. Selva,29.0,inHg,Primavera
LEC-0723,Est. Istmo,1049.77,hPa,Transición Otoño-Invierno
LEC-0724,Est. Selva,30.89,inHg,Primavera
LEC-0725,Est. Laguna,30.15,inHg,Transición Primavera-Verano
LEC-0726,Est. Altiplano,1031.62,hPa,Otoño
LEC-0727,Est. Poniente,30.38,inHg,Primavera
LEC-0728,Est. Norte,977.66,hPa,Invierno
LEC-0729,Est. Río,29.4,inHg,Transición Otoño-Invierno
LEC-0730,Est. Desierto,30.67,inHg,Temporada de lluvias
LEC-0731,Est. Altiplano,977.63,hPa,Invierno
LEC-0732,Est. Poniente,28.61,inHg,Temporada de lluvias
LEC-0733,Est. Río,30.96,inHg,Primavera
LEC-0734,Est. Laguna,1045.62,hPa,Transición Otoño-Invierno
LEC-0735,Est. Norte,29.58,inHg,Invierno
LEC-0736,Est. Oriente,1012.96,hPa,Transición Primavera-Verano
LEC-0737,Est. Laguna,30.41,inHg,Otoño
LEC-0738,Est. Oriente,1016.26,hPa,Verano
LEC-0739,Est. Península,1014.54,hPa,Otoño
LEC-0740,Est. Sierra,29.32,inHg,Transición Otoño-Invierno
LEC-0741,Est. Centro,1001.0,hPa,Canícula
LEC-0742,Est. Laguna,1030.06,hPa,Transición Primavera-Verano
LEC-0743,Est. Sur,1019.7,hPa,Primavera
LEC-0744,Est. Manglar,988.23,hPa,Otoño
LEC-0745,Est. Sur,29.26,inHg,Transición Primavera-Verano
LEC-0746,Est. Poniente,29.93,inHg,Primavera
LEC-0747,Est. Planicie,995.99,hPa,Invierno
LEC-0748,Est. Planicie,30.48,inHg,Temporada de lluvias
LEC-0749,Est. Meseta,29.47,inHg,Temporada de lluvias
LEC-0750,Est. Bahía,1003.15,hPa,Transición Otoño-Invierno
LEC-0751,Est. Península,30.5,inHg,Temporada de lluvias
LEC-0752,Est. Desierto,986.57,hPa,Verano
LEC-0753,Est. Montaña,29.51,inHg,Canícula
LEC-0754,Est. Bosque,30.04,inHg,Verano
LEC-0755,Est. Desierto,1029.89,hPa,Otoño
LEC-0756,Est. Cañón,28.66,inHg,Temporada de lluvias
LEC-0757,Est. Bahía,30.42,inHg,Verano
LEC-0758,Est. Pradera,1011.79,hPa,Verano
LEC-0759,Est. Sierra,29.15,inHg,Transición Primavera-Verano
LEC-0760,Est. Istmo,1028.4,hPa,Primavera
LEC-0761,Est. Sierra,1023.09,hPa,Primavera
LEC-0762,Est. Bahía,1034.99,hPa,Verano
LEC-0763,Est. Desierto,30.76,inHg,Verano
LEC-0764,Est. Pradera,979.4,hPa,Temporada de lluvias
LEC-0765,Est. Altiplano,28.73,inHg,Temporada de lluvias
LEC-0766,Est. Sur,29.39,inHg,Temporada de lluvias
LEC-0767,Est. Oriente,1043.46,hPa,Primavera
LEC-0768,Est. Centro,28.74,inHg,Verano
LEC-0769,Est. Manglar,28.73,inHg,Temporada de lluvias
LEC-0770,Est. Manglar,30.26,inHg,Invierno
LEC-0771,Est. Desierto,1009.35,hPa,Verano
LEC-0772,Est. Sierra,1023.26,hPa,Otoño
LEC-0773,Est. Manglar,29.29,inHg,Canícula,dato_extra,47
LEC-0774,Est. Laguna,29.4,inHg,Transición Primavera-Verano
LEC-0775,Est. Selva,30.09,inHg,Verano
LEC-0776,Est. Oriente,29.67,inHg,Temporada de lluvias
LEC-0777,Est. Laguna,30.23,inHg,Transición Primavera-Verano
LEC-0778,Est. Bosque,1001.46,hPa,Otoño
LEC-0779,Est. Meseta,978.25,hPa,Otoño
LEC-0780,Est. Volcán,28.85,inHg,Transición Otoño-Invierno
LEC-0781,Est. Bahía,1037.15,hPa,Primavera
LEC-0782,Est. Poniente,985.02,ZZ,Otoño
LEC-0783,Est. Cañón,30.3,inHg,Otoño
LEC-0784,Est. Costa,1015.31,hPa,Verano,dato_extra,71
LEC-0785,Est. Montaña,30.68,inHg,Primavera
LEC-0786,Est. Bosque,30.18,inHg,Transición Primavera-Verano
LEC-0787,Est. Pradera,30.63,inHg,Transición Otoño-Invierno
LEC-0788,Est. Río,30.64,inHg,Canícula
LEC-0789,Est. Selva,29.2,inHg,Canícula
LEC-0790,Est. Planicie,973.74,hPa,Otoño
LEC-0791,Est. Sur,28.9,inHg,Otoño
LEC-0792,Est. Montaña,973.85,hPa,Verano
LEC-0793,Est. Río,29.22,inHg,Verano
LEC-0794,Est. Cañón,29.6,inHg,Verano
LEC-0795,Est. Valle,1034.77,hPa,Invierno
LEC-0796,Est. Bosque,1018.08,hPa,Otoño

LEC-0798,Est. Cañón,983.77,hPa,Verano
LEC-0799,Est. Centro,30.19,inHg,Verano
LEC-0800,Est. Cañón,29.14,inHg,Primavera
LEC-0801,Est. Planicie,1008.81,hPa,Invierno
LEC-0802,Est. Sur,30.29,inHg,Temporada de lluvias
LEC-0803,Est. Meseta,965.71,hPa,Canícula
LEC-0804,Est. Norte,988.82,hPa,Otoño
LEC-0805,Est. Valle,29.43,inHg,Primavera
LEC-0806,Est. Península,30.53,inHg,Transición Primavera-Verano

LEC-0808,Est. Desierto,29.33,inHg,Transición Primavera-Verano
LEC-0809,Est. Río,995.44,hPa,Temporada de lluvias
LEC-0810,Est. Manglar,28.71,inHg,Canícula
LEC-0811,Est. Centro,1013.94,hPa,Transición Otoño-Invierno
LEC-0812,Est. Costa,28.91,inHg,Primavera
LEC-0813,Est. Meseta,1006.77,hPa,Transición Otoño-Invierno
LEC-0814,Est. Altiplano,984.92,hPa,Invierno
LEC-0815,Est. Cañón,1010.99,hPa,Invierno
LEC-0816,Est. Bahía,28.64,inHg,Otoño
LEC-0817,Est. Norte,28.54,inHg,Temporada de lluvias
LEC-0818,Est. Río,28.63,K,Canícula
LEC-0819,Est. Valle,1048.13,hPa,Primavera
LEC-0820,Est. Altiplano,28.59,inHg,Otoño
LEC-0821,Est. Centro,996.15,hPa,Invierno
LEC-0822,Est. Bahía,1015.61,hPa,Primavera
LEC-0823,Est. Meseta,1025.07,hPa,Temporada de lluvias
LEC-0824,Est. Centro,1018.55,hPa,Temporada de lluvias
LEC-0825,Est. Pradera,982.85,hPa,Temporada de lluvias
LEC-0826,Est. Río,28.97,inHg,Temporada de lluvias
LEC-0827,Est. Bosque,999.96,hPa,Temporada de lluvias
LEC-0828,Est. Planicie,1019.05,hPa,Transición Otoño-Invierno
LEC-0829,Est. Norte,30.33,inHg,Transición Otoño-Invierno
LEC-0830,Est. Istmo,29.77,inHg,Primavera
LEC-0831,Est. Centro,29.04,inHg,Verano
LEC-0832,Est. Centro,28.97,inHg,Transición Primavera-Verano
LEC-0833,Est. Centro,997.13,hPa,Temporada de lluvias
LEC-0834,Est. Selva,30.45,inHg,Temporada de lluvias
LEC-0835,Est. Valle,991.36,hPa,Invierno
LEC-0836,Est. Sur,28.95,inHg,Transición Primavera-Verano
LEC-0837,Est. Sur,29.13,inHg,Transición Primavera-Verano
LEC-0838,Est. Selva,1032.88,hPa,Verano
LEC-0839,Est. Altiplano,1004.63,hPa,Temporada de lluvias
LEC-0840,Est. Laguna,30.66,inHg,Otoño
LEC-0841,Est. Altiplano,30.0,inHg,Verano
LEC-0842,Est. Volcán,1018.18,hPa,Otoño
LEC-0843,Est. Montaña,1025.56,hPa,Transición Primavera-Verano
LEC-0844,Est. Poniente,28.57,inHg,Temporada de lluvias
LEC-0845,Est. Desierto,995.21,hPa,Otoño
LEC-0846,Est. Bosque,985.33,hPa,Temporada de lluvias
LEC-0847,Est. Sur,1040.79,hPa,Transición Otoño-Invierno
LEC-0848,Est. Altiplano,29.65,inHg,Temporada de lluvias
LEC-0849,Est. Valle,null,inHg,Invierno
LEC-0850,Est. Oriente,29.86,inHg,Primavera
LEC-0851,Est. Meseta,1028.49,hPa,Invierno
LEC-0852,Est. Valle,979.55,hPa,Canícula
LEC-0853,Est. Bahía,29.96,inHg,Verano
LEC-0854,Est. Península,1038.06,hPa,Invierno
LEC-0855,Est. Bosque,30.38,inHg,Invierno
LEC-0856,Est. Valle,986.91,ZZ,Canícula
LEC-0857,Est. Montaña,1049.02,hPa,Temporada de lluvias
LEC-0858,Est. Oriente,29.66,inHg,Verano
LEC-0859,Est. Volcán,1029.9,hPa,Canícula
LEC-0860,Est. Istmo,1019.54,hPa,Invierno,dato_extra,35
LEC-0861,Est. Planicie,1038.31,hPa,Transición Primavera-Verano
LEC-0862,Est. Montaña,995.35,hPa,Primavera,dato_extra,88
LEC-0863,Est. Planicie,1033.22,hPa,Transición Primavera-Verano
LEC-0864,Est. Península,30.55,inHg,Otoño
LEC-0865,Est. Costa,977.33,hPa,Otoño
LEC-0866,Est. Río,--,inHg,Transición Primavera-Verano
LEC-0867,Est. Oriente,1014.57,hPa,Transición Otoño-Invierno
LEC-0868,Est. Río,1040.2,hPa,Otoño
LEC-0869,Est. Norte,997.96,hPa,Transición Otoño-Invierno
LEC-0870,Est. Meseta,29.69,inHg,Invierno
LEC-0871,Est. Volcán,30.94,inHg,Primavera
LEC-0872,Est. Río,29.06,inHg,Canícula
LEC-0873,Est. Meseta,1027.11,hPa,Temporada de lluvias
LEC-0874,Est. Cañón,29.66,inHg,Temporada de lluvias
LEC-0875,Est. Poniente,30.54,inHg,Transición Otoño-Invierno
LEC-0876,Est. Desierto,30.97,inHg,Otoño
LEC-0877,Est. Valle,28.97,inHg,Canícula
LEC-0878,Est. Río,978.78,hPa,Transición Otoño-Invierno
LEC-0879,Est. Río,984.16,hPa,Canícula
LEC-0880,Est. Costa,30.69,inHg,Invierno
LEC-0881,Est. Costa,1038.27,hPa,Temporada de lluvias
LEC-0882,Est. Bahía,1001.47,hPa,Invierno
LEC-0883,Est. Meseta,28.57,inHg,Transición Otoño-Invierno
LEC-0884,Est. Meseta,998.86,hPa,Temporada de lluvias
LEC-0885,Est. Pradera,1048.12,hPa,Otoño
LEC-0886,Est. Costa,1018.62,hPa,Invierno
LEC-0887,Est. Valle,967.71,hPa
LEC-0888,Est. Istmo,28.83,inHg,Transición Primavera-Verano
LEC-0889,Est. Volcán,982.84,hPa,Temporada de lluvias
LEC-0890,Est. Norte,29.46,inHg,Transición Otoño-Invierno
LEC-0891,Est. Istmo,1004.84,hPa,Primavera
LEC-0892,Est. Volcán,30.58,inHg,Canícula
LEC-0893,Est. Bosque,30.54,inHg,Otoño
LEC-0894,Est. Volcán,966.3,hPa,Invierno
LEC-0895,Est. Laguna,966.93,hPa,Otoño
LEC-0896,Est. Desierto,1009.2,hPa,Canícula
LEC-0897,Est. Manglar,28.69,inHg,Temporada de lluvias
LEC-0898,Est. Sierra,1029.73,hPa,Verano
LEC-0899,Est. Bosque,28.74,inHg,Invierno
LEC-0900,Est. Río,29.5,inHg,Verano
LEC-0901,Est. Laguna,982.15,hPa,Verano
LEC-0902,Est. Poniente,29.5,inHg,Primavera
LEC-0903,Est. Manglar,30.36,inHg,Invierno
LEC-0904,Est. Costa,30.38,inHg,Canícula
LEC-0905,Est. Laguna,30.15,inHg,Transición Otoño-Invierno
LEC-0906,Est. Río,29.27,inHg,Canícula
LEC-0907,Est. Volcán,973.83,hPa,Transición Primavera-Verano
LEC-0908,Est. Norte,29.4,inHg,Otoño
LEC-0909,Est. Poniente,979.44,hPa,Primavera
LEC-0910,Est. Centro,998.12,,Canícula
LEC-0911,Est. Cañón,996.3,hPa,Otoño
LEC-0912,Est. Planicie,29.49,inHg,Primavera
LEC-0913,Est. Desierto,975.06,hPa,Otoño
LEC-0914,Est. Bahía,29.13,inHg,Transición Primavera-Verano
LEC-0915,Est. Desierto,30.58,inHg,Transición Primavera-Verano
LEC-0916,Est. Centro,1007.89,hPa,Transición Primavera-Verano
LEC-0917,Est. Selva,30.65,inHg,Canícula
LEC-0918,Est. Meseta,29.68,inHg,Primavera,dato_extra,21
LEC-0919,Est. Península,28.8,inHg
LEC-0920,Est. Península,1021.22,X,Transición Otoño-Invierno
LEC-0921,Est. Bosque,29.8,inHg,Canícula
LEC-0922,Est. Centro,988.68,hPa,Canícula
LEC-0923,Est. Sierra,1045.0,hPa,Canícula
LEC-0924,Est. Planicie,988.91,hPa,Transición Otoño-Invierno
LEC-0925,Est. Bahía,1013.67,hPa,Invierno,dato_extra,80
LEC-0926,Est. Bosque,29.58,inHg,Invierno
LEC-0927,Est. Poniente,29.31,inHg,Canícula
LEC-0928,Est. Valle,1022.29,hPa,Otoño
LEC-0929,Est. Sierra,966.39,hPa,Transición Otoño-Invierno
LEC-0930,Est. Costa,29.8,inHg,Verano
LEC-0931,Est. Manglar,30.96,inHg,Otoño,dato_extra,15
LEC-0932,Est. Norte,28.6,inHg,Temporada de lluvias
LEC-0933,Est. Desierto,30.95,inHg,Otoño
LEC-0934,Est. Istmo,30.42,inHg,Otoño
LEC-0935,Est. Río,1017.75,ZZ,Otoño
LEC-0936,Est. Valle,29.93,inHg,Primavera
