id_lectura,estacion,temporada,presion_hpa,nivel_presion
LEC-0478,Est. Cañón,Transición Otoño-Invierno,969.2,Muy baja
LEC-0479,Est. Costa,Canícula,990.1,Muy baja
LEC-0480,Est. Costa,Transición Primavera-Verano,992.2,Muy baja
LEC-0481,Est. Península,Invierno,1019.0,Normal
LEC-0482,Est. Pradera,Transición Otoño-Invierno,1015.0,Normal
LEC-0483,Est. Altiplano,Transición Primavera-Verano,983.4,Muy baja
LEC-0484,Est. Laguna,Transición Otoño-Invierno,1040.0,Muy alta
LEC-0485,Est. Sierra,Transición Otoño-Invierno,1015.4,Normal
LEC-0486,Est. Costa,Invierno,1038.6,Muy alta
LEC-0487,Est. Cañón,Transición Otoño-Invierno,1025.4,Alta
LEC-0488,Est. Altiplano,Canícula,994.6,Muy baja
LEC-0489,Est. Río,Primavera,1030.1,Alta
LEC-0490,Est. Desierto,Transición Otoño-Invierno,992.9,Muy baja
LEC-0491,Est. Cañón,Canícula,978.0,Muy baja
LEC-0492,Est. Río,Canícula,1004.4,Baja
LEC-0493,Est. Poniente,Canícula,1022.7,Alta
LEC-0494,Est. Planicie,Transición Primavera-Verano,988.5,Muy baja
LEC-0495,Est. Norte,Transición Otoño-Invierno,1027.8,Alta
LEC-0496,Est. Bahía,Otoño,998.2,Baja
LEC-0497,Est. Península,Otoño,973.2,Muy baja
LEC-0498,Est. Oriente,Otoño,966.1,Muy baja
LEC-0499,Est. Planicie,Verano,1004.1,Baja
LEC-0500,Est. Valle,Invierno,1041.3,Muy alta
LEC-0501,Est. Istmo,Verano,1022.4,Alta
LEC-0502,Est. Península,Otoño,1012.3,Normal
LEC-0503,Est. Selva,Otoño,989.4,Muy baja
LEC-0504,Est. Costa,Temporada de lluvias,1021.7,Alta
LEC-0505,Est. Volcán,Transición Otoño-Invierno,986.5,Muy baja
LEC-0506,Est. Altiplano,Temporada de lluvias,1034.5,Muy alta
LEC-0507,Est. Istmo,Invierno,978.7,Muy baja
LEC-0508,Est. Oriente,Invierno,988.0,Muy baja
LEC-0509,Est. Pradera,Temporada de lluvias,1031.8,Alta
LEC-0510,Est. Costa,Transición Otoño-Invierno,1021.4,Alta
LEC-0511,Est. Oriente,Transición Otoño-Invierno,969.5,Muy baja
LEC-0512,Est. Cañón,Canícula,1012.5,Normal
LEC-0513,Est. Selva,Primavera,1006.1,Baja
LEC-0514,Est. Cañón,Primavera,1034.2,Muy alta
LEC-0515,Est. Selva,Verano,996.3,Muy baja
LEC-0516,Est. Pradera,Verano,1037.7,Muy alta
LEC-0517,Est. Oriente,Transición Primavera-Verano,989.1,Muy baja
LEC-0518,Est. Bosque,Temporada de lluvias,1011.5,Normal
LEC-0519,Est. Norte,Transición Otoño-Invierno,1029.1,Alta
LEC-0520,Est. Altiplano,Invierno,1010.1,Baja
LEC-0521,Est. Bosque,Temporada de lluvias,1040.7,Muy alta
LEC-0522,Est. Río,Invierno,972.6,Muy baja
LEC-0523,Est. Oriente,Transición Primavera-Verano,1032.5,Muy alta
LEC-0524,Est. Planicie,Primavera,1026.1,Alta
LEC-0525,Est. Laguna,Verano,981.4,Muy baja
LEC-0526,Est. Meseta,Invierno,1009.8,Baja
LEC-0528,Est. Altiplano,Canícula,991.9,Muy baja
LEC-0529,Est. Meseta,Otoño,1019.3,Normal
LEC-0530,Est. Planicie,Transición Otoño-Invierno,992.6,Muy baja
LEC-0531,Est. Sur,Primavera,1039.3,Muy alta
LEC-0532,Est. Selva,Temporada de lluvias,1046.4,Muy alta
LEC-0533,Est. Pradera,Transición Otoño-Invierno,1031.2,Alta
LEC-0534,Est. Norte,Invierno,992.6,Muy baja
LEC-0535,Est. Río,Verano,1024.2,Alta
LEC-0536,Est. Laguna,Transición Otoño-Invierno,969.5,Muy baja
LEC-0537,Est. Planicie,Verano,1037.3,Muy alta
LEC-0538,Est. Montaña,Transición Primavera-Verano,1026.2,Alta
LEC-0539,Est. Cañón,Primavera,982.1,Muy baja
LEC-0540,Est. Cañón,Otoño,982.1,Muy baja
LEC-0541,Est. Cañón,Temporada de lluvias,1043.3,Muy alta
LEC-0543,Est. Manglar,Primavera,972.8,Muy baja
LEC-0544,Est. Pradera,Primavera,966.2,Muy baja
LEC-0545,Est. Península,Transición Primavera-Verano,1001.4,Baja
LEC-0546,Est. Valle,Otoño,983.3,Muy baja
LEC-0547,Est. Cañón,Primavera,1004.1,Baja
LEC-0549,Est. Cañón,Canícula,976.7,Muy baja
LEC-0550,Est. Costa,Transición Primavera-Verano,979.4,Muy baja
LEC-0551,Est. Altiplano,Otoño,1033.5,Muy alta
LEC-0552,Est. Sur,Invierno,969.6,Muy baja
LEC-0553,Est. Península,Canícula,976.6,Muy baja
LEC-0554,Est. Volcán,Primavera,1036.2,Muy alta
LEC-0555,Est. Istmo,Transición Primavera-Verano,978.1,Muy baja
LEC-0556,Est. Volcán,Otoño,1018.5,Normal
LEC-0558,Est. Poniente,Invierno,976.3,Muy baja
LEC-0559,Est. Altiplano,Verano,1013.3,Normal
LEC-0560,Est. Planicie,Primavera,1033.4,Muy alta
LEC-0562,Est. Planicie,Transición Otoño-Invierno,1032.0,Muy alta
LEC-0563,Est. Centro,Verano,1000.0,Baja
LEC-0564,Est. Istmo,Verano,981.7,Muy baja
LEC-0565,Est. Laguna,Canícula,998.6,Baja
LEC-0566,Est. Manglar,Temporada de lluvias,1007.5,Baja
LEC-0567,Est. Selva,Transición Otoño-Invierno,1049.4,Muy alta
LEC-0568,Est. Río,Canícula,1026.5,Alta
LEC-0569,Est. Altiplano,Otoño,1001.4,Baja
LEC-0570,Est. Volcán,Primavera,1032.5,Muy alta
LEC-0571,Est. Meseta,Temporada de lluvias,1025.7,Alta
LEC-0572,Est. Selva,Invierno,1032.4,Muy alta
LEC-0573,Est. Manglar,Invierno,968.2,Muy baja
LEC-0574,Est. Laguna,Temporada de lluvias,1039.9,Muy alta
LEC-0575,Est. Selva,Primavera,1007.1,Baja
LEC-0576,Est. Sierra,Canícula,988.5,Muy baja
LEC-0577,Est. Planicie,Transición Otoño-Invierno,1006.1,Baja
LEC-0578,Est. Cañón,Transición Primavera-Verano,1030.7,Alta
LEC-0579,Est. Península,Verano,1023.4,Alta
LEC-0580,Est. Altiplano,Transición Otoño-Invierno,984.7,Muy baja
LEC-0581,Est. Desierto,Otoño,1029.5,Alta
LEC-0582,Est. Sur,Verano,1003.7,Baja
LEC-0583,Est. Manglar,Otoño,991.5,Muy baja
LEC-0585,Est. Altiplano,Transición Otoño-Invierno,1009.0,Baja
LEC-0586,Est. Altiplano,Verano,1038.9,Muy alta
LEC-0587,Est. Planicie,Temporada de lluvias,969.6,Muy baja
LEC-0588,Est. Valle,Temporada de lluvias,1022.5,Alta
LEC-0589,Est. Bahía,Transición Otoño-Invierno,1004.4,Baja
LEC-0590,Est. Planicie,Otoño,1012.0,Normal
LEC-0591,Est. Oriente,Invierno,993.0,Muy baja
LEC-0593,Est. Istmo,Primavera,985.8,Muy baja
LEC-0594,Est. Istmo,Transición Otoño-Invierno,986.4,Muy baja
LEC-0595,Est. Bosque,Invierno,1032.5,Muy alta
LEC-0596,Est. Costa,Canícula,1025.6,Alta
LEC-0597,Est. Cañón,Canícula,1029.8,Alta
LEC-0598,Est. Costa,Temporada de lluvias,972.9,Muy baja
LEC-0599,Est. Montaña,Verano,983.5,Muy baja
LEC-0600,Est. Altiplano,Verano,1032.4,Muy alta
LEC-0601,Est. Volcán,Canícula,1043.5,Muy alta
LEC-0602,Est. Desierto,Temporada de lluvias,1003.0,Baja
LEC-0603,Est. Sur,Invierno,1044.9,Muy alta
LEC-0604,Est. Bahía,Otoño,999.3,Baja
LEC-0605,Est. Norte,Otoño,1047.3,Muy alta
LEC-0606,Est. Valle,Invierno,1003.0,Baja
LEC-0607,Est. Península,Transición Otoño-Invierno,1025.7,Alta
LEC-0608,Est. Centro,Transición Otoño-Invierno,986.5,Muy baja
LEC-0609,Est. Norte,Transición Primavera-Verano,1023.5,Alta
LEC-0610,Est. Altiplano,Otoño,1007.7,Baja
LEC-0611,Est. Montaña,Transición Primavera-Verano,1048.8,Muy alta
LEC-0612,Est. Istmo,Transición Otoño-Invierno,1033.4,Muy alta
LEC-0613,Est. Península,Transición Otoño-Invierno,1031.2,Alta
LEC-0614,Est. Selva,Invierno,969.8,Muy baja
LEC-0615,Est. Norte,Primavera,990.2,Muy baja
LEC-0616,Est. Centro,Verano,1046.4,Muy alta
LEC-0617,Est. Oriente,Canícula,1037.6,Muy alta
LEC-0618,Est. Sierra,Primavera,975.3,Muy baja
LEC-0619,Est. Desierto,Primavera,1041.3,Muy alta
LEC-0620,Est. Sur,Temporada de lluvias,1033.3,Muy alta
LEC-0621,Est. Altiplano,Primavera,1009.9,Baja
LEC-0622,Est. Bahía,Invierno,970.9,Muy baja
LEC-0623,Est. Valle,Transición Primavera-Verano,972.5,Muy baja
LEC-0624,Est. Volcán,Transición Otoño-Invierno,1001.0,Baja
LEC-0625,Est. Selva,Otoño,971.7,Muy baja
LEC-0626,Est. Altiplano,Primavera,1047.4,Muy alta
LEC-0627,Est. Pradera,Otoño,991.9,Muy baja
LEC-0628,Est. Península,Transición Primavera-Verano,1028.2,Alta
LEC-0630,Est. Planicie,Transición Primavera-Verano,981.7,Muy baja
LEC-0631,Est. Oriente,Verano,992.6,Muy baja
LEC-0632,Est. Desierto,Verano,1019.3,Normal
LEC-0633,Est. Cañón,Canícula,1028.1,Alta
LEC-0634,Est. Montaña,Canícula,1009.5,Baja
LEC-0635,Est. Bosque,Transición Otoño-Invierno,1049.6,Muy alta
LEC-0636,Est. Oriente,Otoño,972.6,Muy baja
LEC-0637,Est. Centro,Transición Otoño-Invierno,1005.1,Baja
LEC-0638,Est. Manglar,Verano,1011.5,Normal
LEC-0639,Est. Meseta,Otoño,1000.7,Baja
LEC-0640,Est. Montaña,Otoño,996.3,Muy baja
LEC-0641,Est. Norte,Transición Otoño-Invierno,1046.5,Muy alta
LEC-0643,Est. Istmo,Canícula,1008.8,Baja
LEC-0644,Est. Pradera,Canícula,999.3,Baja
LEC-0645,Est. Centro,Otoño,995.9,Muy baja
LEC-0648,Est. Península,Verano,986.8,Muy baja
LEC-0649,Est. Pradera,Otoño,1049.1,Muy alta
LEC-0650,Est. Península,Invierno,1038.3,Muy alta
LEC-0651,Est. Meseta,Transición Otoño-Invierno,972.6,Muy baja
LEC-0652,Est. Planicie,Verano,966.1,Muy baja
LEC-0653,Est. Sierra,Canícula,1001.7,Baja
LEC-0654,Est. Montaña,Verano,1000.3,Baja
LEC-0655,Est. Altiplano,Otoño,993.6,Muy baja
LEC-0657,Est. Península,Temporada de lluvias,1019.5,Normal
LEC-0658,Est. Sur,Canícula,966.7,Muy baja
LEC-0659,Est. Sur,Transición Primavera-Verano,970.5,Muy baja
LEC-0660,Est. Centro,Transición Primavera-Verano,989.5,Muy baja
LEC-0663,Est. Valle,Transición Otoño-Invierno,995.9,Muy baja
LEC-0664,Est. Pradera,Temporada de lluvias,971.2,Muy baja
LEC-0666,Est. Montaña,Invierno,1033.9,Muy alta
LEC-0667,Est. Poniente,Otoño,1039.5,Muy alta
LEC-0668,Est. Sur,Transición Otoño-Invierno,989.2,Muy baja
LEC-0669,Est. Meseta,Canícula,1001.1,Baja
LEC-0670,Est. Montaña,Otoño,1044.2,Muy alta
LEC-0671,Est. Manglar,Primavera,1000.4,Baja
LEC-0673,Est. Cañón,Verano,978.3,Muy baja
LEC-0674,Est. Sierra,Otoño,1010.8,Normal
LEC-0675,Est. Montaña,Primavera,972.9,Muy baja
LEC-0676,Est. Costa,Transición Primavera-Verano,969.5,Muy baja
LEC-0677,Est. Río,Verano,993.9,Muy baja
LEC-0678,Est. Oriente,Verano,978.7,Muy baja
LEC-0679,Est. Cañón,Primavera,998.3,Baja
LEC-0680,Est. Oriente,Canícula,1007.8,Baja
LEC-0681,Est. Sierra,Otoño,985.4,Muy baja
LEC-0682,Est. Pradera,Otoño,1038.3,Muy alta
LEC-0683,Est. Desierto,Primavera,1047.1,Muy alta
LEC-0684,Est. Planicie,Verano,998.6,Baja
LEC-0685,Est. Manglar,Verano,1007.7,Baja
LEC-0686,Est. Río,Transición Primavera-Verano,1017.3,Normal
LEC-0687,Est. Sierra,Otoño,982.7,Muy baja
LEC-0688,Est. Cañón,Transición Otoño-Invierno,1049.0,Muy alta
LEC-0689,Est. Pradera,Primavera,1005.9,Baja
LEC-0690,Est. Valle,Invierno,1039.5,Muy alta
LEC-0691,Est. Meseta,Verano,1028.3,Alta
LEC-0692,Est. Centro,Canícula,1032.5,Muy alta
LEC-0693,Est. Península,Invierno,1025.7,Alta
LEC-0695,Est. Sierra,Transición Otoño-Invierno,1001.2,Baja
LEC-0696,Est. Río,Primavera,972.2,Muy baja
LEC-0697,Est. Poniente,Invierno,1035.2,Muy alta
LEC-0698,Est. Manglar,Transición Otoño-Invierno,1008.1,Baja
LEC-0699,Est. Laguna,Verano,997.1,Muy baja
LEC-0700,Est. Montaña,Invierno,1035.4,Muy alta
LEC-0701,Est. Altiplano,Temporada de lluvias,974.6,Muy baja
LEC-0702,Est. Bosque,Primavera,1043.0,Muy alta
LEC-0703,Est. Norte,Transición Primavera-Verano,1028.1,Alta
LEC-0704,Est. Oriente,Transición Primavera-Verano,984.1,Muy baja
LEC-0705,Est. Sur,Invierno,991.2,Muy baja
LEC-0706,Est. Bosque,Canícula,1048.2,Muy alta
LEC-0707,Est. Sierra,Otoño,1031.6,Alta
LEC-0708,Est. Bosque,Transición Primavera-Verano,1015.9,Normal
LEC-0709,Est. Laguna,Invierno,1007.3,Baja
LEC-0710,Est. Costa,Verano,1039.0,Muy alta
LEC-0711,Est. Sierra,Otoño,1042.0,Muy alta
LEC-0713,Est. Istmo,Invierno,1043.7,Muy alta
LEC-0714,Est. Oriente,Transición Otoño-Invierno,996.8,Muy baja
LEC-0715,Est. Poniente,Invierno,1048.5,Muy alta
LEC-0716,Est. Costa,Otoño,1028.1,Alta
LEC-0717,Est. Istmo,Invierno,1033.7,Muy alta
LEC-0718,Est. Norte,Temporada de lluvias,1017.6,Normal
LEC-0719,Est. Selva,Primavera,989.7,Muy baja
LEC-0720,Est. Meseta,Primavera,1030.1,Alta
LEC-0721,Est. Poniente,Verano,1013.1,Normal
LEC-0722,Est. Selva,Primavera,982.1,Muy baja
LEC-0723,Est. Istmo,Transición Otoño-Invierno,1049.8,Muy alta
LEC-0724,Est. Selva,Primavera,1046.1,Muy alta
LEC-0725,Est. Laguna,Transición Primavera-Verano,1021.0,Normal
LEC-0726,Est. Altiplano,Otoño,1031.6,Alta
LEC-0727,Est. Poniente,Primavera,1028.8,Alta
LEC-0728,Est. Norte,Invierno,977.7,Muy baja
LEC-0729,Est. Río,Transición Otoño-Invierno,995.6,Muy baja
LEC-0730,Est. Desierto,Temporada de lluvias,1038.6,Muy alta
LEC-0731,Est. Altiplano,Invierno,977.6,Muy baja
LEC-0732,Est. Poniente,Temporada de lluvias,968.8,Muy baja
LEC-0733,Est. Río,Primavera,1048.4,Muy alta
LEC-0734,Est. Laguna,Transición Otoño-Invierno,1045.6,Muy alta
LEC-0735,Est. Norte,Invierno,1001.7,Baja
LEC-0736,Est. Oriente,Transición Primavera-Verano,1013.0,Normal
LEC-0737,Est. Laguna,Otoño,1029.8,Alta
LEC-0738,Est. Oriente,Verano,1016.3,Normal
LEC-0739,Est. Península,Otoño,1014.5,Normal
LEC-0740,Est. Sierra,Transición Otoño-Invierno,992.9,Muy baja
LEC-0741,Est. Centro,Canícula,1001.0,Baja
LEC-0742,Est. Laguna,Transición Primavera-Verano,1030.1,Alta
LEC-0743,Est. Sur,Primavera,1019.7,Normal
LEC-0744,Est. Manglar,Otoño,988.2,Muy baja
LEC-0745,Est. Sur,Transición Primavera-Verano,990.9,Muy baja
LEC-0746,Est. Poniente,Primavera,1013.5,Normal
LEC-0747,Est. Planicie,Invierno,996.0,Muy baja
LEC-0748,Est. Planicie,Temporada de lluvias,1032.2,Muy alta
LEC-0749,Est. Meseta,Temporada de lluvias,998.0,Baja
LEC-0750,Est. Bahía,Transición Otoño-Invierno,1003.1,Baja
LEC-0751,Est. Península,Temporada de lluvias,1032.8,Muy alta
LEC-0752,Est. Desierto,Verano,986.6,Muy baja
LEC-0753,Est. Montaña,Canícula,999.3,Baja
LEC-0754,Est. Bosque,Verano,1017.3,Normal
LEC-0755,Est. Desierto,Otoño,1029.9,Alta
LEC-0756,Est. Cañón,Temporada de lluvias,970.5,Muy baja
LEC-0757,Est. Bahía,Verano,1030.1,Alta
LEC-0758,Est. Pradera,Verano,1011.8,Normal
LEC-0759,Est. Sierra,Transición Primavera-Verano,987.1,Muy baja
LEC-0760,Est. Istmo,Primavera,1028.4,Alta
LEC-0761,Est. Sierra,Primavera,1023.1,Alta
LEC-0762,Est. Bahía,Verano,1035.0,Muy alta
LEC-0763,Est. Desierto,Verano,1041.7,Muy alta
LEC-0764,Est. Pradera,Temporada de lluvias,979.4,Muy baja
LEC-0765,Est. Altiplano,Temporada de lluvias,972.9,Muy baja
LEC-0766,Est. Sur,Temporada de lluvias,995.3,Muy baja
LEC-0767,Est. Oriente,Primavera,1043.5,Muy alta
LEC-0768,Est. Centro,Verano,973.2,Muy baja
LEC-0769,Est. Manglar,Temporada de lluvias,972.9,Muy baja
LEC-0770,Est. Manglar,Invierno,1024.7,Alta
LEC-0771,Est. Desierto,Verano,1009.4,Baja
LEC-0772,Est. Sierra,Otoño,1023.3,Alta
LEC-0774,Est. Laguna,Transición Primavera-Verano,995.6,Muy baja
LEC-0775,Est. Selva,Verano,1019.0,Normal
LEC-0776,Est. Oriente,Temporada de lluvias,1004.7,Baja
LEC-0777,Est. Laguna,Transición Primavera-Verano,1023.7,Alta
LEC-0778,Est. Bosque,Otoño,1001.5,Baja
LEC-0779,Est. Meseta,Otoño,978.2,Muy baja
LEC-0780,Est. Volcán,Transición Otoño-Invierno,977.0,Muy baja
LEC-0781,Est. Bahía,Primavera,1037.2,Muy alta
LEC-0783,Est. Cañón,Otoño,1026.1,Alta
LEC-0785,Est. Montaña,Primavera,1038.9,Muy alta
LEC-0786,Est. Bosque,Transición Primavera-Verano,1022.0,Alta
LEC-0787,Est. Pradera,Transición Otoño-Invierno,1037.3,Muy alta
LEC-0788,Est. Río,Canícula,1037.6,Muy alta
LEC-0789,Est. Selva,Canícula,988.8,Muy baja
LEC-0790,Est. Planicie,Otoño,973.7,Muy baja
LEC-0791,Est. Sur,Otoño,978.7,Muy baja
LEC-0792,Est. Montaña,Verano,973.9,Muy baja
LEC-0793,Est. Río,Verano,989.5,Muy baja
LEC-0794,Est. Cañón,Verano,1002.4,Baja
LEC-0795,Est. Valle,Invierno,1034.8,Muy alta
LEC-0796,Est. Bosque,Otoño,1018.1,Normal
LEC-0798,Est. Cañón,Verano,983.8,Muy baja
LEC-0799,Est. Centro,Verano,1022.4,Alta
LEC-0800,Est. Cañón,Primavera,986.8,Muy baja
LEC-0801,Est. Planicie,Invierno,1008.8,Baja
LEC-0802,Est. Sur,Temporada de lluvias,1025.7,Alta
LEC-0803,Est. Meseta,Canícula,965.7,Muy baja
LEC-0804,Est. Norte,Otoño,988.8,Muy baja
LEC-0805,Est. Valle,Primavera,996.6,Muy baja
LEC-0806,Est. Península,Transición Primavera-Verano,1033.9,Muy alta
LEC-0808,Est. Desierto,Transición Primavera-Verano,993.2,Muy baja
LEC-0809,Est. Río,Temporada de lluvias,995.4,Muy baja
LEC-0810,Est. Manglar,Canícula,972.2,Muy baja
LEC-0811,Est. Centro,Transición Otoño-Invierno,1013.9,Normal
LEC-0812,Est. Costa,Primavera,979.0,Muy baja
LEC-0813,Est. Meseta,Transición Otoño-Invierno,1006.8,Baja
LEC-0814,Est. Altiplano,Invierno,984.9,Muy baja
LEC-0815,Est. Cañón,Invierno,1011.0,Normal
LEC-0816,Est. Bahía,Otoño,969.9,Muy baja
LEC-0817,Est. Norte,Temporada de lluvias,966.5,Muy baja
LEC-0819,Est. Valle,Primavera,1048.1,Muy alta
LEC-0820,Est. Altiplano,Otoño,968.2,Muy baja
LEC-0821,Est. Centro,Invierno,996.1,Muy baja
LEC-0822,Est. Bahía,Primavera,1015.6,Normal
LEC-0823,Est. Meseta,Temporada de lluvias,1025.1,Alta
LEC-0824,Est. Centro,Temporada de lluvias,1018.5,Normal
LEC-0825,Est. Pradera,Temporada de lluvias,982.9,Muy baja
LEC-0826,Est. Río,Temporada de lluvias,981.0,Muy baja
LEC-0827,Est. Bosque,Temporada de lluvias,1000.0,Baja
LEC-0828,Est. Planicie,Transición Otoño-Invierno,1019.0,Normal
LEC-0829,Est. Norte,Transición Otoño-Invierno,1027.1,Alta
LEC-0830,Est. Istmo,Primavera,1008.1,Baja
LEC-0831,Est. Centro,Verano,983.4,Muy baja
LEC-0832,Est. Centro,Transición Primavera-Verano,981.0,Muy baja
LEC-0833,Est. Centro,Temporada de lluvias,997.1,Muy baja
LEC-0834,Est. Selva,Temporada de lluvias,1031.2,Alta
LEC-0835,Est. Valle,Invierno,991.4,Muy baja
LEC-0836,Est. Sur,Transición Primavera-Verano,980.4,Muy baja
LEC-0837,Est. Sur,Transición Primavera-Verano,986.5,Muy baja
LEC-0838,Est. Selva,Verano,1032.9,Muy alta
LEC-0839,Est. Altiplano,Temporada de lluvias,1004.6,Baja
LEC-0840,Est. Laguna,Otoño,1038.3,Muy alta
LEC-0841,Est. Altiplano,Verano,1015.9,Normal
LEC-0842,Est. Volcán,Otoño,1018.2,Normal
LEC-0843,Est. Montaña,Transición Primavera-Verano,1025.6,Alta
LEC-0844,Est. Poniente,Temporada de lluvias,967.5,Muy baja
LEC-0845,Est. Desierto,Otoño,995.2,Muy baja
LEC-0846,Est. Bosque,Temporada de lluvias,985.3,Muy baja
LEC-0847,Est. Sur,Transición Otoño-Invierno,1040.8,Muy alta
LEC-0848,Est. Altiplano,Temporada de lluvias,1004.1,Baja
LEC-0850,Est. Oriente,Primavera,1011.2,Normal
LEC-0851,Est. Meseta,Invierno,1028.5,Alta
LEC-0852,Est. Valle,Canícula,979.5,Muy baja
LEC-0853,Est. Bahía,Verano,1014.6,Normal
LEC-0854,Est. Península,Invierno,1038.1,Muy alta
LEC-0855,Est. Bosque,Invierno,1028.8,Alta
LEC-0857,Est. Montaña,Temporada de lluvias,1049.0,Muy alta
LEC-0858,Est. Oriente,Verano,1004.4,Baja
LEC-0859,Est. Volcán,Canícula,1029.9,Alta
LEC-0861,Est. Planicie,Transición Primavera-Verano,1038.3,Muy alta
LEC-0863,Est. Planicie,Transición Primavera-Verano,1033.2,Muy alta
LEC-0864,Est. Península,Otoño,1034.5,Muy alta
LEC-0865,Est. Costa,Otoño,977.3,Muy baja
LEC-0867,Est. Oriente,Transición Otoño-Invierno,1014.6,Normal
LEC-0868,Est. Río,Otoño,1040.2,Muy alta
LEC-0869,Est. Norte,Transición Otoño-Invierno,998.0,Baja
LEC-0870,Est. Meseta,Invierno,1005.4,Baja
LEC-0871,Est. Volcán,Primavera,1047.7,Muy alta
LEC-0872,Est. Río,Canícula,984.1,Muy baja
LEC-0873,Est. Meseta,Temporada de lluvias,1027.1,Alta
LEC-0874,Est. Cañón,Temporada de lluvias,1004.4,Baja
LEC-0875,Est. Poniente,Transición Otoño-Invierno,1034.2,Muy alta
LEC-0876,Est. Desierto,Otoño,1048.8,Muy alta
LEC-0877,Est. Valle,Canícula,981.0,Muy baja
LEC-0878,Est. Río,Transición Otoño-Invierno,978.8,Muy baja
LEC-0879,Est. Río,Canícula,984.2,Muy baja
LEC-0880,Est. Costa,Invierno,1039.3,Muy alta
LEC-0881,Est. Costa,Temporada de lluvias,1038.3,Muy alta
LEC-0882,Est. Bahía,Invierno,1001.5,Baja
LEC-0883,Est. Meseta,Transición Otoño-Invierno,967.5,Muy baja
LEC-0884,Est. Meseta,Temporada de lluvias,998.9,Baja
LEC-0885,Est. Pradera,Otoño,1048.1,Muy alta
LEC-0886,Est. Costa,Invierno,1018.6,Normal
LEC-0888,Est. Istmo,Transición Primavera-Verano,976.3,Muy baja
LEC-0889,Est. Volcán,Temporada de lluvias,982.8,Muy baja
LEC-0890,Est. Norte,Transición Otoño-Invierno,997.6,Baja
LEC-0891,Est. Istmo,Primavera,1004.8,Baja
LEC-0892,Est. Volcán,Canícula,1035.6,Muy alta
LEC-0893,Est. Bosque,Otoño,1034.2,Muy alta
LEC-0894,Est. Volcán,Invierno,966.3,Muy baja
LEC-0895,Est. Laguna,Otoño,966.9,Muy baja
LEC-0896,Est. Desierto,Canícula,1009.2,Baja
LEC-0897,Est. Manglar,Temporada de lluvias,971.6,Muy baja
LEC-0898,Est. Sierra,Verano,1029.7,Alta
LEC-0899,Est. Bosque,Invierno,973.2,Muy baja
LEC-0900,Est. Río,Verano,999.0,Baja
LEC-0901,Est. Laguna,Verano,982.1,Muy baja
LEC-0902,Est. Poniente,Primavera,999.0,Baja
LEC-0903,Est. Manglar,Invierno,1028.1,Alta
LEC-0904,Est. Costa,Canícula,1028.8,Alta
LEC-0905,Est. Laguna,Transición Otoño-Invierno,1021.0,Normal
LEC-0906,Est. Río,Canícula,991.2,Muy baja
LEC-0907,Est. Volcán,Transición Primavera-Verano,973.8,Muy baja
LEC-0908,Est. Norte,Otoño,995.6,Muy baja
LEC-0909,Est. Poniente,Primavera,979.4,Muy baja
LEC-0911,Est. Cañón,Otoño,996.3,Muy baja
LEC-0912,Est. Planicie,Primavera,998.6,Baja
LEC-0913,Est. Desierto,Otoño,975.1,Muy baja
LEC-0914,Est. Bahía,Transición Primavera-Verano,986.5,Muy baja
LEC-0915,Est. Desierto,Transición Primavera-Verano,1035.6,Muy alta
LEC-0916,Est. Centro,Transición Primavera-Verano,1007.9,Baja
LEC-0917,Est. Selva,Canícula,1037.9,Muy alta
LEC-0921,Est. Bosque,Canícula,1009.1,Baja
LEC-0922,Est. Centro,Canícula,988.7,Muy baja
LEC-0923,Est. Sierra,Canícula,1045.0,Muy alta
LEC-0924,Est. Planicie,Transición Otoño-Invierno,988.9,Muy baja
LEC-0926,Est. Bosque,Invierno,1001.7,Baja
LEC-0927,Est. Poniente,Canícula,992.6,Muy baja
LEC-0928,Est. Valle,Otoño,1022.3,Alta
LEC-0929,Est. Sierra,Transición Otoño-Invierno,966.4,Muy baja
LEC-0930,Est. Costa,Verano,1009.1,Baja
LEC-0932,Est. Norte,Temporada de lluvias,968.5,Muy baja
LEC-0933,Est. Desierto,Otoño,1048.1,Muy alta
LEC-0934,Est. Istmo,Otoño,1030.1,Alta
LEC-0936,Est. Valle,Primavera,1013.5,Normal
LEC-0937,Est. Selva,Transición Otoño-Invierno,1018.2,Normal
LEC-0938,Est. Istmo,Transición Primavera-Verano,1031.2,Alta
LEC-0940,Est. Montaña,Temporada de lluvias,965.2,Muy baja
LEC-0941,Est. Cañón,Transición Otoño-Invierno,978.3,Muy baja
LEC-0942,Est. Sur,Otoño,1003.0,Baja
LEC-0943,Est. Planicie,Temporada de lluvias,1041.9,Muy alta
LEC-0945,Est. Sierra,Temporada de lluvias,1016.6,Normal
LEC-0946,Est. Volcán,Invierno,1009.8,Baja
LEC-0947,Est. Pradera,Verano,1033.5,Muy alta
LEC-0949,Est. Volcán,Primavera,988.3,Muy baja
LEC-0950,Est. Volcán,Transición Primavera-Verano,998.0,Baja
LEC-0951,Est. Sierra,Verano,1004.0,Baja
LEC-0952,Est. Bosque,Transición Otoño-Invierno,985.0,Muy baja
LEC-0953,Est. Poniente,Otoño,973.6,Muy baja
LEC-0954,Est. Oriente,Primavera,980.7,Muy baja
LEC-0955,Est. Bosque,Canícula,992.9,Muy baja
LEC-0957,Est. Volcán,Transición Otoño-Invierno,1016.0,Normal
LEC-0958,Est. Valle,Transición Primavera-Verano,979.7,Muy baja
